1273259637874122752,Wed Jun 17 14:22:08 +0000 2020,We may have laughed at @POTUS, but I think he was the first American President who called China by its Christian na… https://t.co/De5qOEADXe,36271552
1273258550211444737,Wed Jun 17 14:17:49 +0000 2020,there were incursions in Aksai Chin ahead of the 1962 war. WhenPiloo Mody raised the matter in parliament Nehru sai… https://t.co/lzIgna58yW,36271552
1273207663275302912,Wed Jun 17 10:55:36 +0000 2020,Delhi has set up a 10,000 Covid-19 hospital...how will they staff it? where will they get 100 doctors to staff the facility?,36271552
1273206954802819078,Wed Jun 17 10:52:47 +0000 2020,the question is not whether China will break up. The question is when. That's all.,36271552
1273196868269273099,Wed Jun 17 10:12:42 +0000 2020,Lies about Term Insurance https://t.co/cA7hZIMjHd via @YouTube,36271552
1273188729696301056,Wed Jun 17 09:40:22 +0000 2020,Muted Return expectations https://t.co/bCkH4J5Trl via @pvsubramanyam,36271552
1273137362898423809,Wed Jun 17 06:16:15 +0000 2020,at least in our tweets lets call it the Tibet border? China has illegally occupied it..,36271552
1273103060437524480,Wed Jun 17 03:59:57 +0000 2020,good reminder to the gang of @RahulGandhi https://t.co/DIMHf4TGbF,36271552
1273102435024855041,Wed Jun 17 03:57:28 +0000 2020,Indian democracy at work... https://t.co/PS9Cttqi8N,36271552
1273098628534546434,Wed Jun 17 03:42:20 +0000 2020,look at the money being raised from FII - Reliance, Hdfc, etc, this is not small.,36271552
1273080301707616261,Wed Jun 17 02:29:31 +0000 2020,have always known that our Commies from Bengal and Kerala supported China in 1962. Now, the Chinese s.o.b creating… https://t.co/uyYUJX2InV,36271552
1273078036229812224,Wed Jun 17 02:20:31 +0000 2020,clearly, there is a cry for DEMOCRACY inside China..these seem to be the desperate attempt of a dictator holding on… https://t.co/nmIWuOaD8B,36271552
1273077163575488512,Wed Jun 17 02:17:03 +0000 2020,Xi is going to handle the border issue, Beijing Corona outbreak, unrest all over China, a contracting economy. Good… https://t.co/ZbHmUJsYKs,36271552
1273072065797488640,Wed Jun 17 01:56:47 +0000 2020,can I get 35% cagr on my PORTFOLIO?  Can my 5L become 1 crore in 10 years? https://t.co/XxUrL8zoSN via @YouTube,36271552
1273042567324524550,Tue Jun 16 23:59:34 +0000 2020,no point in pushing an executive. Ultimately that person is a #$%^ who listens to the "smart" promoter. 4 years lat… https://t.co/IG86w9Yko5,36271552
1273041763050098688,Tue Jun 16 23:56:22 +0000 2020,Best contrarian advice: buy companies with a lot of leverage but good Roce, and good margins. Interest will not hurt. Lack of growth will.,36271552
1273034317124468739,Tue Jun 16 23:26:47 +0000 2020,it is worth recalling that Assume is the word which makes an ASS out of U and ME....,36271552
1273033983496863744,Tue Jun 16 23:25:28 +0000 2020,In the 1990s I used to make project reports for India's worst financial institutions. I realize that one assumption… https://t.co/zTxRevUUgM,36271552
1273032998871425024,Tue Jun 16 23:21:33 +0000 2020,must watch this hi tech video https://t.co/K71IJuISSS,36271552
1273031945560051712,Tue Jun 16 23:17:22 +0000 2020,China is an authoritarian power whose irresponsibility threatens global stability. China is the Nazi Germany of the… https://t.co/bjulv98hxd,36271552
1273026739279523841,Tue Jun 16 22:56:40 +0000 2020,at least we know that my Indian govt is NOT YOUR GOV...will you clarify whether it is Pak, China, or @RahulGandhi ? https://t.co/mNBnNkZZxF,36271552
1272927465241903109,Tue Jun 16 16:22:12 +0000 2020,that's not good news. https://t.co/s6yZnzo2pA,36271552
1272927250279616513,Tue Jun 16 16:21:20 +0000 2020,if we want a demographic dividend we have to have a young, disciplined, trained workforce. These skilled people can… https://t.co/nyTalfD4fN,36271552
1272924934122004480,Tue Jun 16 16:12:08 +0000 2020,when I speak to the govt they tell me "If we had a disciplined population like China....". Funny, is it not? https://t.co/D0Xc7TUmFW,36271552
1272872693067427840,Tue Jun 16 12:44:33 +0000 2020,Only, the only way to beat China is to dramatically improve our quality, and reduce costs. Then go and sell Indian… https://t.co/pTnuXYgGEe,36271552
1272871015907905536,Tue Jun 16 12:37:53 +0000 2020,You do not have to touch balls outside the off stump - even if you stand at the crease all day long.,36271552
1272861296073953281,Tue Jun 16 11:59:16 +0000 2020,No protest against your boss country  China? https://t.co/EG98uLq1Wn,36271552
1272860151461015552,Tue Jun 16 11:54:43 +0000 2020,Must thank SK and @FTIndia for making every IFA and Investor a fund manager. They all ask questions on concentratio… https://t.co/rBsjiObJXI,36271552
1272858110126776321,Tue Jun 16 11:46:36 +0000 2020,what lies do we tell ourselves? Retirement lies! https://t.co/SdrC2wvulL via @YouTube,36271552
1272833282518814720,Tue Jun 16 10:07:57 +0000 2020,if you use RoCe, RonW, Net Margins, and growth as criteria..how many Tata group companies do you think will be left… https://t.co/MFrKgBij37,36271552
1272813229291388928,Tue Jun 16 08:48:16 +0000 2020,Do you need riders on your term insurance plan? https://t.co/WgzWVc6Vzd,36271552
1272810350287585280,Tue Jun 16 08:36:49 +0000 2020,When a company uses its funds to spend on things it does not need to get the promoter a "philanthropy" tag should you feel happy or angry?,36271552
1272799929199517696,Tue Jun 16 07:55:25 +0000 2020,If the agri reforms and the Psu sale (I mean real sale) happens well, we can see amazing growth in the economy in 2023,36271552
1272798450132717569,Tue Jun 16 07:49:32 +0000 2020,If builders could sell at 10x of the current price, I am sure they will sell. Saying construction creates jobs is a… https://t.co/9liTGWtGAu,36271552
1272783525737979904,Tue Jun 16 06:50:14 +0000 2020,an ex-promoter of an insignificant mutual fund feels Mutual funds have failed in India. I think so too. Lets shut d… https://t.co/kr6n6yNcPP,36271552
1272771793019793409,Tue Jun 16 06:03:37 +0000 2020,some more people will be unhappy I guess... https://t.co/RZCQmLSERT,36271552
1272764688275656706,Tue Jun 16 05:35:23 +0000 2020,many banks have credited the money..Hdfc bank has credited..not sure about other banks... https://t.co/ipSERAJn0C,36271552
1272761745493250049,Tue Jun 16 05:23:41 +0000 2020,totally. when you can't find out what's the product, in most cases, YOU are the  product being sold to their clients https://t.co/53k6UXL99S,36271552
1272761070055088129,Tue Jun 16 05:21:00 +0000 2020,Funny. 2 fund managers.. the same question "what about Indigo" answers: a) not buying, LOW barriers to entry in the… https://t.co/9glROfSThd,36271552
1272715345250283522,Tue Jun 16 02:19:18 +0000 2020,the English press has 90% negative articles on Yogi, and it is almost the reverse in Hindi - according to a friend.… https://t.co/A4IZ0BlBFZ,36271552
1272712158166478850,Tue Jun 16 02:06:39 +0000 2020,One media house will be very unhappy @_Mutual_Funds_ I got redemption ka paisa...,36271552
1272711749322436609,Tue Jun 16 02:05:01 +0000 2020,Is there a problem with the Tata group? are they protecting their image by not cutting jobs ruthlessly in the UK?,36271552
1272695466510016512,Tue Jun 16 01:00:19 +0000 2020,It looks like POTUS race is getting better...looks like Biden will come.,36271552
1272664027139682304,Mon Jun 15 22:55:23 +0000 2020,#nepotisminbollywood - ok that does exist..but hey it exists in corporate India too. Show me one field where it does not exist,36271552
1272659486247759873,Mon Jun 15 22:37:21 +0000 2020,How dominant a person is can be made out from seeing why "me too" stories about the real rich and powerful never ca… https://t.co/txS4in1bgB,36271552
1272555281302482948,Mon Jun 15 15:43:16 +0000 2020,Subra some fund houses are not even worth covering..said one Journalist. Wondering what makes it "worth"? any guesses?,36271552
1272538389724581890,Mon Jun 15 14:36:09 +0000 2020,famous film industry suicides catch our attention, that's all. When smaller actors/ support staff/ managers commit… https://t.co/J1t3OfXKN9,36271552
1272534234842849280,Mon Jun 15 14:19:38 +0000 2020,Yo!,36271552
1272534057109209088,Mon Jun 15 14:18:56 +0000 2020,I hope TCS employees work hard to cover the US $ 501 M LOSSES.,36271552
1272532806023823361,Mon Jun 15 14:13:58 +0000 2020,when a fund house or agent asks you to invest in a scheme, ask all your questions. They will never answer your ques… https://t.co/08V6d01eXl,36271552
1272490901726625792,Mon Jun 15 11:27:27 +0000 2020,true that! https://t.co/chrY1W5x38,36271552
1272449909082345472,Mon Jun 15 08:44:33 +0000 2020,chalo..this week also good jump..this fund is being managed well. I wish I could buy units at 15% discount...eagerl… https://t.co/4A063ttqJE,36271552
1272441866114355200,Mon Jun 15 08:12:36 +0000 2020,I love this family! We also know that the movie A@rth was based on the life of an actress. Bollywood is full of vul… https://t.co/TvuGNQKvN4,36271552
1272437896285351936,Mon Jun 15 07:56:49 +0000 2020,Gymnasts retire at 19, Tennis players at 32, Cricketers at 35, where's the FIRE?,36271552
1272419926544801792,Mon Jun 15 06:45:25 +0000 2020,Retirement is not at an age, it is at a sum of money. When it is neither, it is forced. Like a company shutting dow… https://t.co/8AfeQYGrNW,36271552
1272416112278269952,Mon Jun 15 06:30:16 +0000 2020,Retirement is when you are alive, and have no source of "earned" income. So when a woman takes a 2 year maternity l… https://t.co/Gw0kFTFCID,36271552
1272410815484723203,Mon Jun 15 06:09:13 +0000 2020,What is retirement @larissafernand ?,36271552
1272395062911963137,Mon Jun 15 05:06:37 +0000 2020,people in low salary jobs who retired in say Jan or FEb...are now not getting a salary and not getting pension, lum… https://t.co/njKDTT28HI,36271552
1272382925988745218,Mon Jun 15 04:18:23 +0000 2020,if the gov didn't care about 14 crore laborers what is the probability of worrying about 100,000 deposit holders  P… https://t.co/C2lImb2U0Z,36271552
1272382071013441536,Mon Jun 15 04:15:00 +0000 2020,Yes bank RM sold Tier1 bonds to senior citizens. Nothing happened to employees. PMC nothing happened to employees.… https://t.co/Z1d0NWmb9f,36271552
1272330391207231494,Mon Jun 15 00:49:38 +0000 2020,Sushant Rajput and depression https://t.co/bQ822b9Trz,36271552
1272325173501280256,Mon Jun 15 00:28:54 +0000 2020,Civilisation and industrial kind of a life is the DISEASE. Depression is just the symptom.,36271552
1272302707194261504,Sun Jun 14 22:59:38 +0000 2020,If you think a person is in depression, don't try to cure them, suggest subtly that they see a doctor. We don't eve… https://t.co/pcI2cXDz5E,36271552
1272302264896548864,Sun Jun 14 22:57:52 +0000 2020,One sign of a person going into depression is that they avoid contact with friends and relatives. A tell-tale sign.,36271552
1272302043248488449,Sun Jun 14 22:56:59 +0000 2020,#SushanthSinghRajput you could have reached out to #MSDhoni - you knew him.,36271552
1272300870223278081,Sun Jun 14 22:52:20 +0000 2020,Handling success is far, far, far more difficult than handling failure. You see it in the film industry and sports… https://t.co/OwWBCn05J1,36271552
1272227196107493377,Sun Jun 14 17:59:35 +0000 2020,if u want to know how stupid you are in money management find out the material cost of toothpaste, shampoo, etc. an… https://t.co/YAOe5Fpvxl,36271552
1272218605145346054,Sun Jun 14 17:25:26 +0000 2020,Many careers in film industry and SPORTS have been destroyed because nobody knew that they were crying for psychiat… https://t.co/FA9uzRJcuh,36271552
1272217853496713218,Sun Jun 14 17:22:27 +0000 2020,politicians are the same. More black deaths, more polarization, and a greater chance of DT comeback! this is USA's… https://t.co/fx9ZkAzbBn,36271552
1272216576926740481,Sun Jun 14 17:17:23 +0000 2020,No media celebration on @FT's USB Fund being the best performing USB fund? @_Mutual_Funds_ am I wrong? "Yeh duniya… https://t.co/Q15Woyj7WJ,36271552
1272212957942837248,Sun Jun 14 17:03:00 +0000 2020,Learn to meditate. If you can't meditate it just means you do not like to be alone with your self. Boredom and lone… https://t.co/I1AnnkANCV,36271552
1272212702027411456,Sun Jun 14 17:01:59 +0000 2020,Film Industry suicide may not just be emotional, it could be poor financial management too. Most people in the film… https://t.co/g8A5Tx92iH,36271552
1272146797503188992,Sun Jun 14 12:40:06 +0000 2020,If a dentist says "that implant will be Rs. 80,000 - Rs. 7000 for the implant and Rs. 73000 my fees" we will be hor… https://t.co/fXxr6kG6Zv,36271552
1272146350856040449,Sun Jun 14 12:38:20 +0000 2020,I will never ever fund a hospital as a venture capitalist - it can never make HONEST money for the shareholder. So… https://t.co/yXOzrXa4rq,36271552
1272106399602896897,Sun Jun 14 09:59:34 +0000 2020,Money is the enemy of guts and stamina! How many people with net-worth of Rs. 30L would have the guts/stamina to THINK of walking 500km??,36271552
1272106019477270533,Sun Jun 14 09:58:04 +0000 2020,Set up a 200,000 sft hospital with 400 beds, pay Rs. 200,000 per month to a doc, run it like a 4* hospital, and the… https://t.co/yp6A3DwDuF,36271552
1272105295171317760,Sun Jun 14 09:55:11 +0000 2020,Most of us are not trained to live in a democracy. We think tweeting is the end of our duty. Hats off to people lik… https://t.co/bUZmF2y4AG,36271552
1272102127825903618,Sun Jun 14 09:42:36 +0000 2020,1000th time they are being asked...hope they hear, and listen.. https://t.co/nAdw5j5t9R,36271552
1272101813391507456,Sun Jun 14 09:41:21 +0000 2020,It is stupid, plain STUPID, to say public health service is free. Idiots you and I are paying it through our tax. T… https://t.co/FCoxn1ktLo,36271552
1272099525025398784,Sun Jun 14 09:32:15 +0000 2020,whatever you receive from FT by 20th June...or 12th July (if you receive the principal amount)..will be taxable as… https://t.co/zr6rvcu84h,36271552
1272099183961370625,Sun Jun 14 09:30:54 +0000 2020,I do not want sympathies ...I am happy with the 8+ yield in Franklin Ultra short bond fund. https://t.co/MS0vfz6ZLq,36271552
1272056567811067905,Sun Jun 14 06:41:34 +0000 2020,100% in Charles Schwab/ Vanguard World Index fund. Or Uti nifty 50% and Nnifty 50% https://t.co/aI46XR7wr4,36271552
1272018228441518080,Sun Jun 14 04:09:13 +0000 2020,I DOUBT IT. Not discounting it though. It sounds very stupid and terribly over done. Bad news is they will lose me… https://t.co/fjyBwMyGDJ,36271552
1272015408929759232,Sun Jun 14 03:58:01 +0000 2020,seeing the amount of IGNORANCE about INDEX funds, soon we will have ADVISORS who will help you choose INDEX FUNDS.,36271552
1272012781038874625,Sun Jun 14 03:47:34 +0000 2020,which AMC would you choose for investing in an index fund? Nifty or Sensex - either. Tell me the reason OTHER THAN PRICE...,36271552
1272010330810408960,Sun Jun 14 03:37:50 +0000 2020,If you had to choose an index fund (Sensex or Nifty) which one would you choose (Direct)? and why? Just one-word an… https://t.co/IDVRCFn5oO,36271552
1271942372453019648,Sat Jun 13 23:07:47 +0000 2020,At least one media house will be very disappointed on 10th July 2020 when Vodafone pays its dues to Franklin Temple… https://t.co/oweAm9C1am,36271552
1271941342046777345,Sat Jun 13 23:03:42 +0000 2020,Interest payment was received from Vodafone Idea Ltd for 8.25% Vodafone Idea Ltd 10-JUL-20 on June 12, 2020. This a… https://t.co/EsZUOE7I2F,36271552
1271854363640643584,Sat Jun 13 17:18:04 +0000 2020,did @etmasterclass 10 to 2.30pm today...Hope the participants liked it..,36271552
1271852332137844736,Sat Jun 13 17:10:00 +0000 2020,Yes of course the FED is pouring a lot of cash...but somebody has to build a canal and bring it home. Only one Indi… https://t.co/oHrtiEbYCe,36271552
1271843700457345024,Sat Jun 13 16:35:42 +0000 2020,most idiots forget that in Kerala the whole population acted as guards and controlled the spread. In other cities,… https://t.co/O9qkhFzBd1,36271552
1271843108544626688,Sat Jun 13 16:33:21 +0000 2020,When I deal with a company I only ask "If they get into trouble, do they have the strength to come out of it"..and… https://t.co/XG8JFaIQVF,36271552
