,Phase,Avg. tweets per user,Avg. retweets per user,Avg. replies per user
0,Pre-lockdown,0.6609977324263039,0.7161753590325018,0.6070483749055178
1,Phase-1,1.5888133030990175,1.6761148904006047,1.3492063492063493
2,Phase-2,2.22765246449457,2.1136173767752715,1.9235588972431077
3,Phase-3,2.586734693877551,3.070294784580499,2.6621315192743764
4,Phase-4,0.6246498599439776,0.8564425770308123,0.9109477124183006
5,Unlock-1,3.6041666666666665,8.999503968253968,6.773809523809524
